127.0.0.1 - - [23/Jan/2023:14:51:09 +0100] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:14 +0100] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 200 4791
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:14 +0100] "GET /medicare/resources/css/myapp.css HTTP/1.1" 200 3875
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:14 +0100] "GET /medicare/resources/js/productsController.js HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:14 +0100] "GET /medicare/resources/js/angular.js HTTP/1.1" 200 1249863
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:15 +0100] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:15 +0100] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 200 47689
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:15 +0100] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 200 4559
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:15 +0100] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:15 +0100] "GET /medicare/resources/js/myapp.js HTTP/1.1" 200 10685
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:15 +0100] "GET /medicare/resources/js/jquery.js HTTP/1.1" 200 95788
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:15 +0100] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 200 448547
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:15 +0100] "GET /medicare/resources/images/banner1.jpg HTTP/1.1" 200 44759
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:15 +0100] "GET /medicare/resources/images/banner3.jpg HTTP/1.1" 200 44384
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:15 +0100] "GET /medicare/resources/images/banner4.jpg HTTP/1.1" 200 20494
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:15 +0100] "GET /medicare/resources/images/pre-loader.gif HTTP/1.1" 200 59977
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:15 +0100] "GET /medicare/resources/images/banner2.jpg HTTP/1.1" 200 32874
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:15 +0100] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:16 +0100] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:16 +0100] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:16 +0100] "GET /medicare/resources/images/PRDABC123DEFX.jpg HTTP/1.1" 200 14444
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:16 +0100] "GET /medicare/resources/images/PRDDEF123GHIX.jpg HTTP/1.1" 200 230763
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:16 +0100] "GET /medicare/resources/images/PRDDEF123DEFX.jpg HTTP/1.1" 200 17459
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:16 +0100] "GET /medicare/resources/images/PRDMNO123PQRX.jpg HTTP/1.1" 200 145629
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:16 +0100] "GET /medicare/resources/images/PRDPQR123WGTX.jpg HTTP/1.1" 200 33392
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:16 +0100] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:19 +0100] "GET /medicare/login HTTP/1.1" 200 3923
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:20 +0100] "POST /medicare/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:20 +0100] "GET /medicare/ HTTP/1.1" 200 10813
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:20 +0100] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:20 +0100] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:23 +0100] "GET /medicare/manage/product HTTP/1.1" 200 11362
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:23 +0100] "GET /medicare/json/data/admin/all/products?_=1674504083640 HTTP/1.1" 200 1256
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:23 +0100] "GET /medicare/resources/images/PRDABCXYZDEFX.jpg HTTP/1.1" 200 28457
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:13 +0100] "GET /medicare/ HTTP/1.1" 200 10335
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:14 +0100] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:14 +0100] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 200 124547
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:14 +0100] "GET /medicare/resources/css/myapp.css HTTP/1.1" 200 3875
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:14 +0100] "GET /medicare/resources/js/productsController.js HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:14 +0100] "GET /medicare/resources/js/angular.js HTTP/1.1" 200 1249863
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:14 +0100] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 200 4791
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:14 +0100] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 200 47689
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:14 +0100] "GET /medicare/resources/js/jquery.js HTTP/1.1" 200 95788
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:14 +0100] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 200 4559
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:14 +0100] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 200 448547
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:14 +0100] "GET /medicare/resources/js/myapp.js HTTP/1.1" 200 10685
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:14 +0100] "GET /medicare/resources/images/banner1.jpg HTTP/1.1" 200 44759
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:14 +0100] "GET /medicare/resources/images/banner2.jpg HTTP/1.1" 200 32874
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:14 +0100] "GET /medicare/resources/images/banner3.jpg HTTP/1.1" 200 44384
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:14 +0100] "GET /medicare/resources/images/banner4.jpg HTTP/1.1" 200 20494
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:14 +0100] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:14 +0100] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:14 +0100] "GET /medicare/resources/images/pre-loader.gif HTTP/1.1" 200 59977
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:15 +0100] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:15 +0100] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:15 +0100] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:15 +0100] "GET /medicare/resources/images/PRDDEF123GHIX.jpg HTTP/1.1" 200 230763
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:15 +0100] "GET /medicare/resources/images/PRDMNO123PQRX.jpg HTTP/1.1" 200 145629
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:15 +0100] "GET /medicare/resources/images/PRDPQR123WGTX.jpg HTTP/1.1" 200 33392
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:15 +0100] "GET /medicare/resources/images/PRDDEF123DEFX.jpg HTTP/1.1" 200 17459
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:15 +0100] "GET /medicare/resources/images/PRDABC123DEFX.jpg HTTP/1.1" 200 14444
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:15 +0100] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:18 +0100] "GET /medicare/login HTTP/1.1" 200 3923
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:19 +0100] "POST /medicare/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:19 +0100] "GET /medicare/ HTTP/1.1" 200 10813
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:19 +0100] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:19 +0100] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:22 +0100] "GET /medicare/manage/product HTTP/1.1" 200 11362
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:22 +0100] "GET /medicare/json/data/admin/all/products?_=1674504202745 HTTP/1.1" 200 1256
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:03:23 +0100] "GET /medicare/resources/images/PRDABCXYZDEFX.jpg HTTP/1.1" 200 28457
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:53 +0100] "GET /medicare/ HTTP/1.1" 200 10335
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:53 +0100] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:53 +0100] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 200 4791
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:53 +0100] "GET /medicare/resources/css/myapp.css HTTP/1.1" 200 3875
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:53 +0100] "GET /medicare/resources/js/productsController.js HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:53 +0100] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 200 124547
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:53 +0100] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 200 47689
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:53 +0100] "GET /medicare/resources/js/jquery.js HTTP/1.1" 200 95788
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:53 +0100] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 200 4559
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:53 +0100] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:53 +0100] "GET /medicare/resources/js/angular.js HTTP/1.1" 200 1249863
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:53 +0100] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:53 +0100] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 200 448547
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:53 +0100] "GET /medicare/resources/js/myapp.js HTTP/1.1" 200 10685
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:53 +0100] "GET /medicare/resources/images/banner1.jpg HTTP/1.1" 200 44759
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:53 +0100] "GET /medicare/resources/images/banner2.jpg HTTP/1.1" 200 32874
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:53 +0100] "GET /medicare/resources/images/banner3.jpg HTTP/1.1" 200 44384
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:53 +0100] "GET /medicare/resources/images/banner4.jpg HTTP/1.1" 200 20494
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:54 +0100] "GET /medicare/resources/images/pre-loader.gif HTTP/1.1" 200 59977
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:54 +0100] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:54 +0100] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:54 +0100] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:55 +0100] "GET /medicare/resources/images/PRDABC123DEFX.jpg HTTP/1.1" 200 14444
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:55 +0100] "GET /medicare/resources/images/PRDDEF123GHIX.jpg HTTP/1.1" 200 230763
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:55 +0100] "GET /medicare/resources/images/PRDPQR123WGTX.jpg HTTP/1.1" 200 33392
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:55 +0100] "GET /medicare/resources/images/PRDDEF123DEFX.jpg HTTP/1.1" 200 17459
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:55 +0100] "GET /medicare/resources/images/PRDMNO123PQRX.jpg HTTP/1.1" 200 145629
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:55 +0100] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:57 +0100] "GET /medicare/login HTTP/1.1" 200 3923
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:59 +0100] "POST /medicare/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:59 +0100] "GET /medicare/ HTTP/1.1" 200 10813
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:59 +0100] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:08:59 +0100] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:09:02 +0100] "GET /medicare/manage/product HTTP/1.1" 200 11362
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:09:02 +0100] "GET /medicare/json/data/admin/all/products?_=1674504542568 HTTP/1.1" 200 1256
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:09:02 +0100] "GET /medicare/resources/images/PRDABCXYZDEFX.jpg HTTP/1.1" 200 28457
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:09:54 +0100] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:16:49 +0100] "GET /medicare/show/all/products HTTP/1.1" 200 7293
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:16:50 +0100] "GET /medicare/json/data/all/products?_=1674505010090 HTTP/1.1" 200 1256
